,Playing Time,Performance,Expected,Progression,Per 90 Minutes,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
29.7,DF,26,36,31,"2,674",4,5,9,4,0,0,15,0,0.08,0.15,Matches,3.7,31,127,4,0.13,0.17,0.30,0.13,0.30,0.08,0.07,0.15
27.1,DF,32,31,28,"2,441",0,3,3,0,0,0,6,0,0.00,0.06,Matches,1.4,24,89,28,0.00,0.11,0.11,0.00,0.11,0.00,0.05,0.06
26.0,DF,19,33,25,"2,344",0,1,1,0,0,0,6,1,0.06,0.09,Matches,2.0,46,44,93,0.00,0.04,0.04,0.00,0.04,0.06,0.04,0.09
25.9,FW,24,35,26,"2,335",4,4,8,4,0,0,3,0,0.17,0.39,Matches,9.1,79,84,171,0.15,0.15,0.31,0.15,0.31,0.17,0.22,0.39
25.5,FW,23,36,27,"2,298",8,2,10,8,0,0,6,0,0.20,0.34,Matches,7.8,89,64,188,0.31,0.08,0.39,0.31,0.39,0.20,0.14,0.34
23.0,"MF,FW",24,36,27,"2,074",9,2,11,9,0,0,6,0,0.29,0.38,Matches,8.1,65,50,114,0.39,0.09,0.48,0.39,0.48,0.29,0.09,0.38
19.5,MF,27,33,17,"1,756",2,4,6,2,0,0,4,1,0.16,0.36,Matches,5.7,22,53,63,0.10,0.21,0.31,0.10,0.31,0.16,0.21,0.36
18.3,DF,24,25,19,"1,649",1,1,2,1,0,0,2,0,0.02,0.09,Matches,1.6,15,56,28,0.05,0.05,0.11,0.05,0.11,0.02,0.07,0.09
15.8,DF,23,23,15,"1,426",0,1,1,0,0,0,2,0,0.00,0.06,Matches,0.9,22,43,26,0.00,0.06,0.06,0.00,0.06,0.00,0.06,0.06
15.5,"FW,DF",21,32,14,"1,391",1,2,3,1,0,0,3,0,0.19,0.30,Matches,4.1,47,35,90,0.06,0.13,0.19,0.06,0.19,0.19,0.11,0.30
15.4,MF,19,27,15,"1,386",2,4,6,2,0,0,6,0,0.06,0.22,Matches,2.4,24,50,35,0.13,0.26,0.39,0.13,0.39,0.06,0.15,0.22
10.8,"FW,MF",24,23,10,968,3,3,6,3,0,0,0,0,0.33,0.64,Matches,5.0,51,38,85,0.28,0.28,0.56,0.28,0.56,0.33,0.31,0.64
9.4,DF,25,13,9,842,0,1,1,0,0,0,2,0,0.01,0.07,Matches,0.5,4,25,1,0.00,0.11,0.11,0.00,0.11,0.01,0.06,0.07
7.3,GK,24,7,7,660,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.2,"FW,MF",26,18,6,556,3,3,6,3,0,0,2,0,0.70,1.03,Matches,3.2,8,21,27,0.49,0.49,0.97,0.49,0.97,0.70,0.33,1.03
5.8,MF,28,13,5,521,1,0,1,1,0,0,0,0,0.02,0.08,Matches,0.3,6,20,3,0.17,0.00,0.17,0.17,0.17,0.02,0.06,0.08
5.0,GK,26,5,5,450,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.1,"FW,MF",26,17,3,373,2,2,4,2,0,0,2,0,0.80,1.07,Matches,3.9,4,7,28,0.48,0.48,0.97,0.48,0.97,0.80,0.28,1.07
3.3,"FW,MF",30,13,2,297,2,0,2,2,0,0,0,0,1.23,1.44,Matches,1.7,2,4,15,0.61,0.00,0.61,0.61,0.61,1.23,0.20,1.44
2.7,FW,23,4,3,242,0,1,1,0,0,0,1,0,0.04,0.04,Matches,0.1,2,8,9,0.00,0.37,0.37,0.00,0.37,0.04,0.00,0.04
2.0,MF,23,6,2,184,1,0,1,1,0,0,0,0,0.34,0.41,Matches,0.2,2,3,4,0.49,0.00,0.49,0.49,0.49,0.34,0.07,0.41
1.6,MF,24,4,1,142,0,0,0,0,0,0,0,0,0.00,0.06,Matches,0.1,4,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06
1.5,DF,21,6,2,132,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.6,"MF,FW",25,6,0,57,0,0,0,0,0,0,1,0,0.34,0.34,Matches,0.2,4,5,4,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.34
0.4,MF,23,1,0,34,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
0.1,FW,19,2,0,9,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0,FW,18,1,0,2,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
,"FW,MF",28,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,36,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,18,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,FW,18,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,16,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,20,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,21,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
36.0,DF,28,36,36,"3,240",2,0,2,2,0,0,1,0,0.09,0.09,Matches,3.2,33,122,6,0.06,0.00,0.06,0.06,0.06,0.09,0.00,0.09
35.0,GK,32,35,35,"3,150",0,0,0,0,0,0,1,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33.0,FW,27,35,35,"2,974",14,3,17,12,2,2,6,0,0.39,0.49,Matches,15.6,40,73,178,0.42,0.09,0.51,0.36,0.45,0.44,0.10,0.54
32.5,DF,27,35,34,"2,923",0,0,0,0,0,0,2,0,0.02,0.04,Matches,1.3,44,96,69,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.04
30.1,"FW,MF",21,34,34,"2,710",11,6,17,11,0,0,8,0,0.15,0.27,Matches,8.0,85,89,143,0.37,0.20,0.56,0.37,0.56,0.15,0.13,0.27
29.6,"FW,MF",24,32,32,"2,663",8,12,20,8,0,1,4,0,0.12,0.32,Matches,9.2,80,57,136,0.27,0.41,0.68,0.27,0.68,0.15,0.20,0.35
28.5,DF,25,32,30,"2,562",0,2,2,0,0,0,5,0,0.01,0.06,Matches,1.6,61,78,91,0.00,0.07,0.07,0.00,0.07,0.01,0.05,0.06
26.9,MF,23,31,29,"2,419",2,1,3,2,0,0,1,0,0.03,0.07,Matches,1.8,3,62,17,0.07,0.04,0.11,0.07,0.11,0.03,0.04,0.07
23.0,DF,26,25,24,"2,066",1,1,2,1,0,0,9,0,0.06,0.11,Matches,2.5,3,25,6,0.04,0.04,0.09,0.04,0.09,0.06,0.05,0.11
22.7,MF,24,27,23,"2,043",2,2,4,2,0,0,3,0,0.05,0.12,Matches,2.6,16,72,32,0.09,0.09,0.18,0.09,0.18,0.05,0.07,0.12
18.3,"MF,FW",23,33,20,"1,643",5,3,8,5,0,0,5,0,0.14,0.26,Matches,4.4,28,41,72,0.27,0.16,0.44,0.27,0.44,0.14,0.13,0.26
14.5,"MF,DF",36,26,14,"1,304",0,2,2,0,0,0,3,0,0.03,0.09,Matches,1.2,15,46,17,0.00,0.14,0.14,0.00,0.14,0.03,0.06,0.09
12.6,"MF,FW",23,32,8,"1,131",3,0,3,3,0,0,1,0,0.25,0.37,Matches,4.2,29,51,48,0.24,0.00,0.24,0.24,0.24,0.25,0.12,0.37
11.9,"MF,FW",26,25,12,"1,071",3,1,4,3,0,0,1,0,0.16,0.23,Matches,2.5,17,29,43,0.25,0.08,0.34,0.25,0.34,0.16,0.07,0.23
11.6,DF,23,16,12,"1,045",0,0,0,0,0,0,1,0,0.02,0.07,Matches,0.7,12,48,1,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07
7.6,"MF,FW",29,22,5,686,3,1,4,3,0,0,0,1,0.26,0.35,Matches,2.6,12,22,25,0.39,0.13,0.52,0.39,0.52,0.26,0.09,0.35
7.6,DF,28,17,6,685,0,2,2,0,0,0,1,0,0.02,0.06,Matches,0.4,15,34,27,0.00,0.26,0.26,0.00,0.26,0.02,0.04,0.06
6.3,"MF,FW",30,23,4,566,0,0,0,0,0,0,0,0,0.06,0.13,Matches,0.7,3,22,19,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.13
5.0,"MF,FW",27,24,2,447,0,1,1,0,0,0,2,0,0.08,0.29,Matches,1.1,12,12,34,0.00,0.20,0.20,0.00,0.20,0.08,0.21,0.29
1.8,"MF,FW",29,17,0,166,1,1,2,1,0,0,0,0,0.34,0.85,Matches,1.5,1,2,12,0.54,0.54,1.08,0.54,1.08,0.34,0.51,0.85
1.0,GK,32,1,1,90,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
0.6,MF,27,2,0,53,0,1,1,0,0,0,0,0,0.00,6.85,Matches,0.6,1,0,0,0.00,1.70,1.70,0.00,1.70,0.00,6.85,6.85
0.0,"MF,FW",23,2,0,2,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,GK,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,18,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
42.3,DF,25,44,42,"3,806",0,6,6,0,0,0,6,0,0.02,0.13,Matches,4.8,99,129,194,0.00,0.14,0.14,0.00,0.14,0.02,0.11,0.13
41.3,GK,31,41,41,"3,720",0,0,0,0,0,0,4,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35.9,MF,28,39,36,"3,229",4,1,5,4,0,0,13,0,0.11,0.14,Matches,4.1,8,97,14,0.11,0.03,0.14,0.11,0.14,0.11,0.03,0.14
34.1,DF,27,39,34,"3,066",1,3,4,1,0,0,3,0,0.06,0.12,Matches,3.5,48,77,113,0.03,0.09,0.12,0.03,0.12,0.06,0.07,0.12
34.1,MF,27,44,39,"3,066",3,8,11,3,0,0,6,0,0.16,0.40,Matches,11.7,56,138,125,0.09,0.23,0.32,0.09,0.32,0.16,0.24,0.40
28.8,DF,23,32,28,"2,595",1,0,1,1,0,0,6,1,0.01,0.01,Matches,0.4,15,62,4,0.03,0.00,0.03,0.03,0.03,0.01,0.00,0.01
26.8,FW,34,37,28,"2,416",5,2,7,3,2,2,1,0,0.16,0.33,Matches,7.5,92,153,181,0.19,0.07,0.26,0.11,0.19,0.22,0.17,0.40
26.6,"FW,MF",27,33,27,"2,390",6,2,8,6,0,0,2,0,0.22,0.41,Matches,10.0,109,147,175,0.23,0.08,0.30,0.23,0.30,0.22,0.19,0.41
23.0,FW,26,43,21,"2,074",5,9,14,5,0,0,8,0,0.19,0.38,Matches,6.8,41,60,130,0.22,0.39,0.61,0.22,0.61,0.19,0.19,0.38
22.5,DF,25,25,22,"2,027",2,0,2,2,0,0,2,0,0.04,0.05,Matches,0.8,10,62,5,0.09,0.00,0.09,0.09,0.09,0.04,0.01,0.05
22.3,FW,22,33,23,"2,011",10,1,11,10,0,0,2,0,0.49,0.61,Matches,10.7,8,19,76,0.45,0.04,0.49,0.45,0.49,0.49,0.12,0.61
22.3,DF,26,25,22,"2,008",1,0,1,1,0,0,5,1,0.02,0.02,Matches,0.3,11,66,1,0.04,0.00,0.04,0.04,0.04,0.02,0.00,0.02
21.8,FW,30,41,23,"1,961",7,4,11,7,0,0,4,0,0.28,0.40,Matches,6.4,35,47,95,0.32,0.18,0.50,0.32,0.50,0.28,0.11,0.40
21.7,MF,32,42,18,"1,953",2,4,6,2,0,0,4,0,0.07,0.20,Matches,3.4,35,145,72,0.09,0.18,0.28,0.09,0.28,0.07,0.14,0.20
19.3,MF,28,34,20,"1,733",0,2,2,0,0,0,7,0,0.02,0.09,Matches,1.4,10,56,40,0.00,0.10,0.10,0.00,0.10,0.02,0.07,0.09
19.1,DF,35,21,19,"1,721",1,0,1,1,0,0,4,1,0.06,0.06,Matches,1.0,11,65,3,0.05,0.00,0.05,0.05,0.05,0.06,0.00,0.06
18.4,FW,32,29,20,"1,655",7,0,7,7,0,0,4,1,0.33,0.43,Matches,6.6,11,24,87,0.38,0.00,0.38,0.38,0.38,0.33,0.10,0.43
15.6,MF,26,28,16,"1,400",1,0,1,1,0,0,5,0,0.13,0.19,Matches,2.4,12,43,27,0.06,0.00,0.06,0.06,0.06,0.13,0.06,0.19
14.4,DF,27,19,14,"1,295",1,0,1,1,0,0,3,0,0.09,0.13,Matches,1.2,20,54,38,0.07,0.00,0.07,0.07,0.07,0.09,0.04,0.13
5.3,GK,26,5,5,480,0,0,0,0,0,0,1,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
4.9,FW,28,16,3,445,3,0,3,3,0,0,2,0,0.46,0.69,Matches,2.4,3,3,13,0.61,0.00,0.61,0.61,0.61,0.46,0.23,0.69
4.9,"FW,MF",27,18,2,437,2,3,5,2,0,0,2,0,0.36,0.53,Matches,2.2,29,16,48,0.41,0.62,1.03,0.41,1.03,0.36,0.17,0.53
2.5,"DF,MF",26,8,2,229,0,0,0,0,0,0,1,0,0.00,0.00,Matches,0.0,5,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.3,MF,18,2,0,119,0,0,0,0,0,0,0,0,0.33,0.33,Matches,0.3,0,1,0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33
1.0,DF,17,1,1,90,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
1.0,FW,21,8,0,88,0,1,1,0,0,0,0,0,0.00,0.41,Matches,0.4,2,2,7,0.00,1.02,1.02,0.00,1.02,0.00,0.41,0.41
0.5,MF,23,2,0,47,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
0.4,FW,28,1,0,33,0,0,0,0,0,0,0,0,0.44,0.44,Matches,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.44
0.0,DF,19,1,0,1,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
,MF,16,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,"FW,MF",20,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,28,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,24,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
30.6,FW,29,34,33,"2,755",13,9,22,8,5,6,9,0,0.26,0.52,Matches,15.7,17,88,150,0.42,0.29,0.72,0.26,0.56,0.43,0.26,0.69
29.9,"MF,FW",23,34,31,"2,691",4,6,10,4,0,0,5,0,0.18,0.40,Matches,11.5,75,144,165,0.13,0.20,0.33,0.13,0.33,0.18,0.22,0.40
29.6,DF,31,32,31,"2,668",1,0,1,1,0,0,4,1,0.02,0.03,Matches,1.0,24,107,21,0.03,0.00,0.03,0.03,0.03,0.02,0.01,0.03
29.5,"DF,MF",29,31,30,"2,656",3,7,10,3,0,0,5,0,0.13,0.27,Matches,7.9,81,111,189,0.10,0.24,0.34,0.10,0.34,0.13,0.14,0.27
27.0,GK,28,27,27,"2,430",0,0,0,0,0,0,2,0,0.00,0.01,Matches,0.3,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01
26.9,MF,26,31,27,"2,417",3,1,4,3,0,0,6,1,0.17,0.24,Matches,6.3,24,85,60,0.11,0.04,0.15,0.11,0.15,0.17,0.07,0.24
24.4,DF,25,26,25,"2,198",1,0,1,1,0,0,6,0,0.01,0.01,Matches,0.3,4,59,2,0.04,0.00,0.04,0.04,0.04,0.01,0.00,0.01
22.3,DF,27,24,22,"2,010",2,1,3,2,0,0,2,0,0.08,0.12,Matches,2.5,16,89,13,0.09,0.04,0.13,0.09,0.13,0.08,0.04,0.12
20.0,MF,24,32,20,"1,797",0,3,3,0,0,0,6,0,0.02,0.11,Matches,2.2,10,66,28,0.00,0.15,0.15,0.00,0.15,0.02,0.09,0.11
18.3,MF,29,30,20,"1,648",1,2,3,1,0,0,9,0,0.13,0.30,Matches,5.2,61,85,74,0.05,0.11,0.16,0.05,0.16,0.13,0.17,0.30
17.9,"DF,MF",23,24,19,"1,614",0,0,0,0,0,0,2,0,0.05,0.08,Matches,1.5,32,32,90,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.08
15.2,DF,23,29,14,"1,365",2,1,3,2,0,0,5,0,0.07,0.13,Matches,2.0,26,40,53,0.13,0.07,0.20,0.13,0.20,0.07,0.06,0.13
13.2,"FW,MF",21,30,12,"1,189",2,0,2,2,0,0,1,0,0.18,0.31,Matches,4.1,21,43,80,0.15,0.00,0.15,0.15,0.15,0.18,0.13,0.31
13.1,DF,28,18,13,"1,178",2,0,2,2,0,0,4,0,0.02,0.02,Matches,0.2,5,37,1,0.15,0.00,0.15,0.15,0.15,0.02,0.00,0.02
11.3,FW,22,24,10,"1,016",6,2,8,6,0,0,1,0,0.44,0.65,Matches,7.3,36,13,95,0.53,0.18,0.71,0.53,0.71,0.44,0.21,0.65
11.0,FW,27,19,11,991,4,0,4,4,0,0,0,0,0.22,0.38,Matches,4.2,16,28,73,0.36,0.00,0.36,0.36,0.36,0.22,0.16,0.38
9.2,"DF,MF",34,21,8,828,0,1,1,0,0,0,1,0,0.04,0.08,Matches,0.7,17,46,5,0.00,0.11,0.11,0.00,0.11,0.04,0.04,0.08
8.0,GK,31,8,8,720,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.7,DF,22,11,6,602,1,0,1,1,0,0,1,0,0.15,0.18,Matches,1.2,9,27,7,0.15,0.00,0.15,0.15,0.15,0.15,0.04,0.18
6.7,DF,25,8,8,600,0,0,0,0,0,0,0,1,0.07,0.19,Matches,1.2,3,24,3,0.00,0.00,0.00,0.00,0.00,0.07,0.12,0.19
4.2,FW,26,22,3,380,0,0,0,0,0,0,0,0,0.31,0.39,Matches,1.6,5,10,26,0.00,0.00,0.00,0.00,0.00,0.31,0.08,0.39
3.0,FW,30,3,3,270,1,0,1,0,1,1,0,0,0.23,0.36,Matches,0.7,2,9,12,0.33,0.00,0.33,0.00,0.00,0.23,0.13,0.36
1.4,MF,21,6,1,123,1,0,1,1,0,0,1,0,0.24,0.27,Matches,0.4,1,9,6,0.73,0.00,0.73,0.73,0.73,0.24,0.03,0.27
1.2,"MF,DF",28,5,1,109,0,0,0,0,0,0,2,0,0.09,0.09,Matches,0.1,1,13,4,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09
1.1,FW,26,2,1,102,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.1,DF,26,3,1,96,0,0,0,0,0,0,1,0,0.00,0.00,Matches,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.3,MF,18,3,0,27,0,0,0,0,0,0,1,0,0.00,0.22,Matches,0.1,2,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22
0.2,"FW,DF",18,3,0,18,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0,MF,23,1,0,4,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0,FW,18,1,0,2,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,FW,22,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,18,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,20,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,24,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,29,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
45.3,GK,21,45,45,"4,080",0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43.9,MF,26,45,45,"3,951",3,5,8,3,0,0,6,0,0.08,0.17,Matches,7.2,66,223,94,0.07,0.11,0.18,0.07,0.18,0.08,0.09,0.17
37.2,MF,33,40,37,"3,344",1,2,3,1,0,0,11,1,0.04,0.07,Matches,2.4,19,138,19,0.03,0.05,0.08,0.03,0.08,0.04,0.03,0.07
35.7,"MF,FW",25,42,36,"3,212",9,4,13,9,0,0,2,0,0.19,0.36,Matches,12.0,72,102,195,0.25,0.11,0.36,0.25,0.36,0.19,0.17,0.36
35.4,"FW,MF",29,45,35,"3,183",7,3,10,6,1,2,9,0,0.26,0.36,Matches,12.2,30,66,205,0.20,0.08,0.28,0.17,0.25,0.30,0.11,0.41
34.7,"MF,FW",30,44,39,"3,127",12,10,22,4,8,8,3,0,0.12,0.43,Matches,13.9,66,148,189,0.35,0.29,0.63,0.12,0.40,0.32,0.31,0.62
31.6,DF,29,34,32,"2,848",0,2,2,0,0,0,3,0,0.05,0.10,Matches,2.9,33,173,24,0.00,0.06,0.06,0.00,0.06,0.05,0.05,0.10
30.1,DF,32,36,31,"2,713",1,0,1,1,0,0,6,1,0.04,0.05,Matches,1.4,12,100,5,0.03,0.00,0.03,0.03,0.03,0.04,0.01,0.05
28.7,"DF,MF",21,38,29,"2,583",1,1,2,1,0,0,3,1,0.08,0.12,Matches,3.2,37,99,98,0.03,0.03,0.07,0.03,0.07,0.08,0.04,0.12
28.1,"FW,MF",26,37,31,"2,531",8,4,12,8,0,1,8,0,0.36,0.54,Matches,14.6,63,64,184,0.28,0.14,0.43,0.28,0.43,0.39,0.18,0.56
25.4,DF,30,36,26,"2,290",1,0,1,1,0,0,8,0,0.04,0.06,Matches,1.5,19,90,38,0.04,0.00,0.04,0.04,0.04,0.04,0.02,0.06
24.1,FW,29,42,23,"2,172",12,5,17,12,0,0,2,0,0.56,0.63,Matches,14.0,15,51,105,0.50,0.21,0.70,0.50,0.70,0.56,0.07,0.63
20.7,"MF,FW",21,34,21,"1,864",3,4,7,3,0,0,3,1,0.16,0.29,Matches,5.8,58,45,106,0.14,0.19,0.34,0.14,0.34,0.16,0.13,0.29
20.1,DF,27,22,20,"1,812",1,1,2,1,0,0,5,0,0.07,0.14,Matches,2.6,17,70,3,0.05,0.05,0.10,0.05,0.10,0.07,0.07,0.14
14.9,DF,21,25,14,"1,345",0,1,1,0,0,0,1,0,0.02,0.06,Matches,0.9,30,61,42,0.00,0.07,0.07,0.00,0.07,0.02,0.03,0.06
14.4,DF,30,19,15,"1,296",2,2,4,2,0,0,1,0,0.03,0.19,Matches,2.7,19,28,78,0.14,0.14,0.28,0.14,0.28,0.03,0.16,0.19
13.0,"MF,DF",21,33,9,"1,170",2,2,4,2,0,0,1,0,0.09,0.24,Matches,2.8,71,36,113,0.15,0.15,0.31,0.15,0.31,0.09,0.15,0.24
11.3,DF,23,18,12,"1,020",1,0,1,1,0,0,0,0,0.06,0.11,Matches,1.2,4,53,7,0.09,0.00,0.09,0.09,0.09,0.06,0.04,0.11
4.7,"FW,MF",29,22,2,426,2,0,2,2,0,0,3,0,0.12,0.21,Matches,1.0,3,10,32,0.42,0.00,0.42,0.42,0.42,0.12,0.09,0.21
3.1,FW,22,22,2,279,1,1,2,1,0,0,0,0,0.10,0.39,Matches,1.0,3,3,13,0.32,0.32,0.65,0.32,0.65,0.10,0.29,0.39
1.8,MF,25,13,0,159,0,0,0,0,0,0,0,0,0.06,0.41,Matches,0.7,6,15,10,0.00,0.00,0.00,0.00,0.00,0.06,0.36,0.41
1.4,DF,21,7,1,125,0,0,0,0,0,0,1,0,0.01,0.07,Matches,0.1,2,5,4,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.07
1.1,"DF,MF",25,3,0,103,0,0,0,0,0,0,0,0,0.00,0.11,Matches,0.1,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11
1.0,GK,25,1,1,90,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
0.2,FW,22,4,0,22,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.1,MF,26,1,0,7,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,GK,18,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,20,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,29,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,22,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,26,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,20,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
33.0,GK,32,33,33,"2,970",0,1,1,0,0,0,2,0,0.00,0.02,Matches,0.5,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.02,0.02
32.2,MF,31,34,34,"2,900",9,7,16,2,7,7,9,1,0.12,0.34,Matches,10.5,39,224,108,0.28,0.22,0.50,0.06,0.28,0.29,0.22,0.52
29.7,MF,21,32,31,"2,676",0,3,3,0,0,0,6,0,0.02,0.09,Matches,2.6,12,111,40,0.00,0.10,0.10,0.00,0.10,0.02,0.07,0.09
28.7,"DF,MF",21,31,29,"2,582",1,0,1,1,0,0,4,0,0.02,0.05,Matches,1.2,21,71,12,0.03,0.00,0.03,0.03,0.03,0.02,0.03,0.05
25.5,MF,31,33,26,"2,298",1,2,3,1,0,0,6,0,0.03,0.11,Matches,2.5,37,173,68,0.04,0.08,0.12,0.04,0.12,0.03,0.09,0.11
25.2,FW,23,33,27,"2,272",10,2,12,10,0,0,2,0,0.50,0.57,Matches,14.3,40,17,127,0.40,0.08,0.48,0.40,0.48,0.50,0.07,0.57
21.4,FW,26,27,24,"1,928",5,2,7,5,0,0,0,0,0.17,0.33,Matches,7.1,81,54,168,0.23,0.09,0.33,0.23,0.33,0.17,0.16,0.33
21.4,DF,26,23,22,"1,928",0,2,2,0,0,0,5,1,0.04,0.10,Matches,2.1,4,58,3,0.00,0.09,0.09,0.00,0.09,0.04,0.06,0.10
16.2,"DF,FW",29,19,17,"1,455",1,2,3,1,0,0,3,0,0.09,0.19,Matches,3.1,29,43,51,0.06,0.12,0.19,0.06,0.19,0.09,0.11,0.19
15.4,DF,28,19,15,"1,382",0,1,1,0,0,0,0,0,0.00,0.03,Matches,0.5,38,63,42,0.00,0.07,0.07,0.00,0.07,0.00,0.03,0.03
14.7,DF,30,21,14,"1,323",1,0,1,1,0,0,5,0,0.08,0.09,Matches,1.2,1,26,4,0.07,0.00,0.07,0.07,0.07,0.08,0.00,0.09
14.7,FW,32,28,16,"1,322",1,0,1,1,0,0,7,0,0.26,0.36,Matches,4.5,27,33,76,0.07,0.00,0.07,0.07,0.07,0.26,0.10,0.36
